,Date,BC_Zone,Elev,Asp,Type,Trigger,Rsize,Dsize,Avg_Slope_Angle,Start_Zone_Elev,Start_Zone_Elev_units,Sliding_Sfc,Weak_Layer,Weak_Layer_Type,Avg_Width,Max_Width,Width_units,av_bol
7101,2019/01/19,Northern San Juan,TL,NE,HS,AE,R3,D2,30.0,10790.0,ft,G,Unknown,Unknown,400.0,400.0,ft,1
7115,2019/01/19,Gunnison,>TL,SE,SS,N,R3,D3,,12200.0,ft,,,,,,,1
7122,2019/01/19,Front Range,>TL,NW,HS,AL,R3,D2.5,,,,,,,,,,1
7124,2019/01/19,Front Range,>TL,NW,HS,AL,R3,D2.5,,,,,,,,,,1
7125,2019/01/19,Front Range,>TL,NW,HS,AL,R3,D2.5,,,,,,,,,,1
7132,2019/01/19,Aspen,>TL,NE,HS,N,R3,D3,,12800.0,ft,,,,,,,1
7140,2019/01/19,Northern San Juan,>TL,S,SS,N,R3,D2.5,,,,I,,,,,,1
7154,2019/01/19,Aspen,>TL,N,HS,N,R3,D2.5,,,,,,,,,,1
7157,2019/01/19,Northern San Juan,>TL,NW,SS,AA,R3,D3,,,,,,,200.0,350.0,ft,1
7158,2019/01/19,Northern San Juan,>TL,NE,SS,AA,R3,D3,,,,,,,,,,1
7159,2019/01/19,Northern San Juan,>TL,NE,SS,AA,R3,D3,,,,,,,,,,1
7163,2019/01/18,Front Range,TL,S,SS,AB,R3,D1.5,,,,,,,,,,1
7164,2019/01/18,Front Range,>TL,E,HS,AB,R3,D2,,,,,,,,,,1
7165,2019/01/18,Front Range,>TL,E,HS,AB,R3,D1.5,,,,,,,,,,1
7169,2019/01/18,Front Range,TL,N,SS,AX,R3,D2.5,,,,,,,,,,1
7170,2019/01/18,Front Range,>TL,SE,HS,AB,R4,D1.5,,,,,,,,,,1
7175,2019/01/18,Aspen,>TL,N,HS,AS,R3,D1.5,,12000.0,ft,G,,,,,,1
7176,2019/01/18,Southern San Juan,<TL,W,SS,AV,R3,D2,,,,O,,,,,,1
7180,2019/01/18,Northern San Juan,<TL,NE,SS,AE,R3,D2,45.0,9841.0,ft,G,Unknown,Unknown,200.0,200.0,ft,1
7195,2019/01/18,Front Range,>TL,SE,HS,AB,R3,D2,,,,,,,,,,1
7198,2019/01/18,Aspen,TL,N,SS,N,R5,D3,,10500.0,ft,G,,Depth Hoar,,,,1
7199,2019/01/18,Southern San Juan,>TL,NE,,N,R3,D3,,,,,,,,,,1
7200,2019/01/18,Southern San Juan,>TL,NE,,N,R3,D3,,,,,,,,,,1
7201,2019/01/18,Southern San Juan,>TL,SE,,N,R3,D3,,,,,,,,,,1
7202,2019/01/18,Southern San Juan,>TL,SE,,N,R3,D3,,,,,,,,,,1
7203,2019/01/18,Southern San Juan,<TL,NE,,N,R3,D3,,11800.0,ft,G,,,1000.0,,ft,1
7205,2019/01/18,Southern San Juan,TL,NE,SS,N,R3,D2,,,,O,,,,,,1
7207,2019/01/18,Southern San Juan,>TL,NE,SS,N,R3,D2,,,,O,,,,,,1
7211,2019/01/18,Southern San Juan,>TL,E,HS,N,R4,D3,,,,O,,,,,,1
7220,2019/01/18,Northern San Juan,>TL,E,SS,N,R3,D2.5,,,,,,,,,,1
7221,2019/01/18,Northern San Juan,>TL,E,SS,N,R3,D2,,,,,,,600.0,,ft,1
7225,2019/01/18,Southern San Juan,<TL,N,SS,N,R3,D1,,,,,,,,,,1
7227,2019/01/18,Southern San Juan,<TL,NW,SS,AE,R3,D2,,,,G,,,,,,1
7228,2019/01/18,Southern San Juan,TL,NW,SS,N,R3,D2,,,,G,,,,,,1
7229,2019/01/18,Northern San Juan,>TL,NW,SS,N,R4,D3,,,,O,,,,,,1
7230,2019/01/18,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,O,,,,,,1
7234,2019/01/18,Front Range,>TL,NE,SS,,R3,D1.5,,,,,,,,,,1
7252,2019/01/18,Northern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,,,,1
7255,2019/01/18,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,,,,200.0,,ft,1
7256,2019/01/18,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
7257,2019/01/18,Northern San Juan,<TL,NE,SS,N,R3,D2,,,,G,,,200.0,,ft,1
7264,2019/01/18,Gunnison,TL,E,SS,N,R3,D2,,11300.0,ft,,,,,,,1
7265,2019/01/18,Vail & Summit County,>TL,N,SS,N,R3,D2.5,,,,,,,,,,1
7267,2019/01/18,Southern San Juan,TL,N,SS,N,R3,D2,,,,G,,,,,,1
7268,2019/01/18,Southern San Juan,>TL,N,HS,AE,R4,D2.5,,,,O,,,,,,1
7272,2019/01/18,Gunnison,<TL,E,SS,N,R4,D2,,,,,,,,,,1
7274,2019/01/18,Northern San Juan,TL,W,SS,N,R3,D2,,,,,,,,,,1
7275,2019/01/18,Northern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
7276,2019/01/18,Northern San Juan,TL,NW,SS,N,R3,D2,,,,,,,150.0,,ft,1
7277,2019/01/18,Northern San Juan,<TL,E,SS,N,R3,D2,,,,,,,250.0,,ft,1
7282,2019/01/18,Northern San Juan,<TL,NW,SS,AE,R3,D2,,,,,,,,,,1
7283,2019/01/18,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,,,,1
7293,2019/01/17,Front Range,>TL,N,HS,N,R3,D1.5,,,,,,,,,,1
7294,2019/01/17,Southern San Juan,TL,NE,SS,N,R3,D2.5,,,,,,,,,,1
7295,2019/01/17,Southern San Juan,TL,E,HS,N,R3,D2.5,,,,,,,,,,1
7297,2019/01/17,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
7298,2019/01/17,Southern San Juan,<TL,N,HS,N,R4,D2,,,,O,Layer,Faceted Crystals,,,,1
7299,2019/01/17,Southern San Juan,>TL,NE,SS,N,R4,D2.5,,,,,,,,,,1
7300,2019/01/17,Southern San Juan,>TL,E,SS,N,R4,D2.5,,,,,,,,,,1
7303,2019/01/17,Gunnison,<TL,NE,SS,AE,R3,D2,,10600.0,ft,,,,,,,1
7305,2019/01/17,Gunnison,TL,NE,SS,N,R3,D3,,11700.0,ft,,,,,,,1
7307,2019/01/17,Gunnison,TL,NW,SS,N,R3,D3,,11400.0,ft,,,,,,,1
7308,2019/01/17,Gunnison,<TL,E,SS,N,R4,D2.5,,10500.0,ft,,,,,,,1
7309,2019/01/17,Southern San Juan,<TL,NE,SS,AM,R3,D2,,,,O,,,,,,1
7310,2019/01/17,Southern San Juan,<TL,N,SS,N,R3,D2.5,,,,G,,,,,,1
7311,2019/01/17,Southern San Juan,TL,NE,SS,N,R3,D2.5,,,,G,,,,,,1
7316,2019/01/17,Gunnison,TL,E,SS,N,R3,D3,,,,,,,,,,1
7333,2019/01/17,Northern San Juan,>TL,N,HS,N,R3,D3,,,,,,,,1000.0,ft,1
7340,2019/01/17,Aspen,>TL,NE,HS,N,R3,D2.5,,12400.0,ft,,,,,1500.0,ft,1
7341,2019/01/17,Northern San Juan,>TL,NW,HS,N,R3,D2.5,,,,,,,,,,1
7343,2019/01/17,Vail & Summit County,>TL,S,SS,N,R3,D1,,,,,,,,,,1
7348,2019/01/17,Front Range,>TL,SE,HS,N,R3,D2.5,,,,,,,,,,1
7350,2019/01/16,Gunnison,<TL,W,SS,N,R3,D1.5,,,,,,,,,,1
7354,2019/01/16,Southern San Juan,TL,E,SS,N,R3,D2.5,,,,,,,,,,1
7355,2019/01/16,Southern San Juan,TL,SE,SS,N,R3,D2,,,,,,,,,,1
7361,2019/01/16,Southern San Juan,<TL,NW,SS,N,R3,D2.5,,,,O,,,,,,1
7363,2019/01/16,Southern San Juan,TL,N,SS,N,R3,D2.5,,,,O,,,,,,1
7376,2019/01/16,Northern San Juan,>TL,E,HS,N,R3,D2,,,,,,,,,,1
7381,2019/01/16,Northern San Juan,>TL,W,SS,N,R3,D2,,,,,,,,,,1
7382,2019/01/16,Northern San Juan,>TL,W,SS,N,R3,D2,,,,,,,,,,1
7389,2019/01/14,Southern San Juan,TL,NE,SS,N,R3,D2,,,,O,,,,,,1
7393,2019/01/13,Southern San Juan,<TL,SE,SS,N,R3,D2,,,,,,,,,,1
7401,2019/01/13,Southern San Juan,TL,SE,SS,N,R3,D2,,11670.0,ft,O,Layer,Faceted Crystals,,300.0,ft,1
7435,2019/01/10,Vail & Summit County,TL,W,HS,N,R3,D3,35.0,,,O,,,1500.0,,ft,1
7436,2019/01/09,Southern San Juan,TL,SE,SS,N,R4,D2,,,,,,,,,,1
7437,2019/01/09,Southern San Juan,TL,W,SS,N,R3,D2,,,,,,,,,,1
7443,2019/01/09,Aspen,<TL,N,SS,AS,R3,D1,,10000.0,ft,,,,,,,1
7449,2019/01/08,Southern San Juan,TL,E,SS,AA,R3,D2.5,,,,,,,,,,1
7450,2019/01/08,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
7451,2019/01/08,Southern San Juan,TL,SE,SS,AA,R3,D2,,,,,,,,,,1
7457,2019/01/08,Northern San Juan,TL,NW,SS,AA,R3,D2,,,,,,,200.0,,ft,1
7502,2019/01/07,Front Range,TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
7506,2019/01/07,Northern San Juan,<TL,NE,SS,AL,R3,D2,35.0,10200.0,ft,G,Layer,Depth Hoar,1200.0,1200.0,ft,1
7519,2019/01/07,Southern San Juan,TL,E,SS,N,R3,D2.5,,,,,,,,,,1
7522,2019/01/07,Southern San Juan,<TL,NE,SS,AS,R3,D2.5,,,,O,,Unknown,,,,1
7525,2019/01/07,Gunnison,<TL,NW,SS,AS,R3,D2,,,,G,,,,,,1
7533,2019/01/07,Front Range,>TL,N,SS,AX,R3,D2.5,,,,,,,,,,1
7535,2019/01/07,Aspen,TL,NE,SS,N,R3,D2,,,,,,,,,,1
7543,2019/01/07,Northern San Juan,<TL,E,SS,AL,R3,D2,,,,,,,150.0,250.0,ft,1
7555,2019/01/06,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,1000.0,,ft,1
7564,2019/01/06,Northern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
7565,2019/01/06,Northern San Juan,>TL,E,SS,N,R3,D2,,,,,,,,,,1
7574,2019/01/05,Southern San Juan,<TL,E,SS,N,R3,D1.5,,,,,,,,,,1
7577,2019/01/04,Southern San Juan,TL,E,SS,AS,R3,D2.5,,,,O,Layer,Faceted Crystals,,,,1
7589,2019/01/03,Northern San Juan,>TL,SE,HS,AI,R3,D2,,,,,,,,,,1
7601,2019/01/02,Southern San Juan,<TL,NE,SS,AL,R3,D2,,,,G,,,,,,1
7605,2019/01/02,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
7610,2019/01/02,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
7611,2019/01/02,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
7614,2019/01/02,Southern San Juan,>TL,SE,SS,N,R3,D2,,,,,,,,,,1
7616,2019/01/02,Southern San Juan,>TL,N,SS,N,R3,D2.5,,,,,,,,800.0,ft,1
7625,2019/01/01,Northern San Juan,>TL,NW,HS,N,R3,D2,,,,,,,,,,1
7632,2019/01/01,Southern San Juan,TL,E,SS,N,R3,D1.5,,,,S,,,,,,1
7633,2019/01/01,Southern San Juan,TL,NE,SS,N,R3,D2,,,,S,,,,,,1
7648,2018/12/31,Northern San Juan,>TL,W,,N,R3,D2.5,,,,,,,,,,1
7673,2018/12/29,Front Range,>TL,E,HS,U,R3,D2,,,,,,,,,,1
7681,2018/12/28,Front Range,TL,NW,SS,N,R3,D1,,,,,,,,,,1
7690,2018/12/27,Northern San Juan,TL,NE,SS,AS,R3,D2,,,,,,,65.0,,ft,1
7716,2018/12/24,Vail & Summit County,TL,SE,HS,N,R3,D2,,,,,,,,,,1
7734,2018/12/20,Front Range,TL,E,SS,AS,R3,D2,,,,,,,,,,1
7739,2018/12/20,Vail & Summit County,TL,S,SS,AR,R3,D1.5,,,,I,,,,,,1
7743,2018/12/19,Vail & Summit County,<TL,N,WL,N,R3,D2,,,,,,,,,,1
7755,2018/12/14,Front Range,>TL,SE,HS,AX,R3,D2.5,,,,,,,,,,1
7765,2018/12/13,Front Range,TL,N,SS,AX,R3,D2.5,,,,O,,,,,,1
7770,2018/12/13,Northern San Juan,>TL,N,HS,N,R3,D2,,,,,,,,,,1
7776,2018/12/13,Northern San Juan,>TL,E,HS,N,R3,D2.5,,,,,,,,,,1
7806,2018/12/11,Northern San Juan,>TL,E,SS,N,R3,D2,,,,,,,,,,1
7807,2018/12/10,Gunnison,>TL,SE,SS,N,R3,D2.5,,,,,,,,,,1
7836,2018/12/07,Gunnison,TL,E,SS,N,R3,D2.5,,,,,,,,2500.0,ft,1
7901,2018/12/01,Northern San Juan,>TL,NE,,N,R3,D2,,,,,,,,200.0,ft,1
7927,2018/11/26,Front Range,TL,N,HS,AE,R3,D2.5,,11800.0,ft,G,,,,,,1
7929,2018/11/25,Southern San Juan,TL,NE,HS,AS,R3,D2,38.0,11400.0,ft,O,Layer,Faceted Crystals,400.0,,ft,1
7930,2018/11/25,Front Range,>TL,SE,HS,AX,R3,D2.5,,,,O,Layer,,,,,1
7948,2018/11/25,Gunnison,TL,N,SS,N,R3,D2,,,,O,,,,,,1
7961,2018/11/24,Front Range,TL,N,SS,AX,R3,D2,,,,O,,,,,,1
7962,2018/11/24,Front Range,TL,N,SS,AX,R3,D2.5,,,,O,,,,,,1
7964,2018/11/24,Front Range,TL,N,SS,AX,R3,D2.5,,,,O,,,,,,1
7975,2018/11/24,Vail & Summit County,<TL,E,SS,N,R3,D1,,,,U,,,,,,1
8007,2018/11/07,Front Range,>TL,E,HS,AS,R3,D2,,,,O,Layer,Faceted Crystals,,,,1
8028,2018/11/05,Vail & Summit County,TL,N,SS,AS,R3,D2.5,,,,G,,,,,,1
8030,2018/11/05,Vail & Summit County,>TL,E,SS,N,R3,D2,,3830.0,m,O,Unknown,,,,,1
8033,2018/11/04,Front Range,TL,N,SS,AX,R3,D2,,,,O,,,,,,1
8035,2018/11/04,Front Range,TL,N,SS,AX,R3,D2,,,,O,,,,,,1
8036,2018/11/04,Front Range,TL,N,SS,AX,R3,D2.5,,,,O,,,,,,1
8037,2018/11/04,Front Range,TL,N,SS,AX,R3,D2.5,,,,O,,,,,,1
8043,2018/11/02,Vail & Summit County,TL,E,HS,AS,R3,D1,27.0,11800.0,ft,O,Interface,Unknown,30.0,40.0,m,1
8064,2018/05/09,Front Range,<TL,N,WS,AX,R3,D1.5,,,,,,,,,,1
8068,2018/05/08,Front Range,>TL,W,WS,N,R3,D2,,,,,,,,,,1
8146,2018/04/15,Front Range,>TL,E,HS,AE,R3,D3,,12700.0,ft,O,,,600.0,,m,1
8162,2018/04/11,Front Range,<TL,SE,WS,N,R3,D1,,,,,,,,,,1
8166,2018/04/10,Vail & Summit County,TL,N,HS,AM,R3,D2.5,,,,,,,,,,1
8170,2018/04/10,Vail & Summit County,>TL,N,SS,N,R3,D2,36.0,12600.0,ft,I,Unknown,Unknown,60.0,150.0,ft,1
8182,2018/04/08,Southern San Juan,TL,E,WS,AS,R3,D2,35.0,,,G,Layer,Faceted Crystals,60.0,,ft,1
8223,2018/04/08,Southern San Juan,TL,E,WS,AS,R3,D2,,,,,,,,,,1
8235,2018/04/08,Vail & Summit County,TL,NE,SS,AS,R3,D2,,12000.0,ft,I,,,,,,1
8261,2018/04/07,Front Range,TL,N,SS,AX,R3,D2,,,,,,,,,,1
8269,2018/04/07,Front Range,>TL,N,SS,AS,R3,D1.5,,,,,,,,,,1
8317,2018/04/01,Aspen,<TL,W,WS,N,R3,D2,,8750.0,ft,,,,,,,1
8383,2018/03/24,Aspen,TL,NE,HS,U,R3,D3,,11750.0,ft,O,Layer,Depth Hoar,,700.0,ft,1
8388,2018/03/24,Front Range,>TL,NE,SS,N,R3,D2,,,,,,,,,,1
8389,2018/03/24,Front Range,>TL,E,SS,N,R3,D2,,12000.0,ft,,,,,,,1
8390,2018/03/24,Front Range,TL,NW,HS,AM,R3,D2.5,38.0,11600.0,ft,,,,,,,1
8432,2018/03/16,Front Range,TL,N,SS,AX,R3,D1,,,,,,,,,,1
8434,2018/03/16,Front Range,<TL,N,SS,AX,R3,D2,,,,,,,,,,1
8435,2018/03/16,Front Range,>TL,N,SS,AX,R3,D1.5,,,,,,,,,,1
8436,2018/03/16,Front Range,<TL,N,SS,AX,R4,D2.5,,,,,,,,,,1
8486,2018/02/28,Front Range,>TL,SE,HS,U,R3,D2.5,,,,,,,700.0,,ft,1
8488,2018/02/28,Northern San Juan,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
8492,2018/02/27,Aspen,>TL,SE,HS,N,R3,D2.5,,11850.0,ft,O,,,,550.0,ft,1
8493,2018/02/27,Aspen,>TL,NE,HS,N,R4,D3.5,,12600.0,ft,O,,,,5000.0,ft,1
8498,2018/02/27,Gunnison,>TL,SE,HS,N,R3,D3,,12600.0,ft,,,Faceted Crystals,,,,1
8505,2018/02/26,Aspen,TL,N,U,N,R3,D2.5,,10400.0,ft,O,,,,800.0,ft,1
8509,2018/02/26,Gunnison,<TL,E,SS,N,R3,D2,,,,,,,,,,1
8511,2018/02/26,Gunnison,>TL,NE,SS,N,R3,D3,,,,,,,,,,1
8514,2018/02/26,Gunnison,TL,E,SS,N,R3,D3,,,,,,Depth Hoar,,,,1
8519,2018/02/25,Northern San Juan,>TL,N,HS,AE,R3,D3,33.0,12200.0,ft,G,Interface,Depth Hoar,600.0,900.0,ft,1
8521,2018/02/25,Front Range,>TL,SE,SS,N,R3,D2,,,,O,,,,,,1
8532,2018/02/24,Southern San Juan,<TL,NE,HS,N,R3,D2,35.0,,,O,Layer,Faceted Crystals,,80.0,ft,1
8533,2018/02/24,Gunnison,<TL,N,SS,U,R3,D2,,,,,,,,,,1
8543,2018/02/23,Southern San Juan,TL,E,SS,AA,R3,D2,,,,,,,,,,1
8546,2018/02/23,Southern San Juan,TL,NE,SS,AA,R3,D2,,,,,,,,,,1
8549,2018/02/23,Northern San Juan,>TL,N,HS,N,R3,D3,,,,,,,,,,1
8551,2018/02/23,Northern San Juan,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
8552,2018/02/23,Northern San Juan,>TL,N,HS,N,R3,D2.5,,,,,,,,,,1
8553,2018/02/23,Gunnison,>TL,N,HS,N,R4,D3,,,,,,,,,,1
8555,2018/02/23,Gunnison,>TL,N,HS,N,R4,D3,35.0,12000.0,ft,O,Layer,Faceted Crystals,400.0,400.0,m,1
8565,2018/02/22,Southern San Juan,TL,NE,HS,N,R3,D2,,,,,,,,,,1
8568,2018/02/22,Southern San Juan,<TL,SE,L,N,R3,D1.5,,,,,,,,,,1
8572,2018/02/21,Aspen,TL,N,HS,AS,R3,D2,,11800.0,ft,O,,,,,,1
8576,2018/02/21,Aspen,TL,NE,U,N,R3,D2,,,,,,,,,,1
8577,2018/02/21,Aspen,TL,E,HS,N,R3,D2,,10950.0,ft,,,,,350.0,ft,1
8590,2018/02/20,Northern San Juan,>TL,N,HS,N,R3,D2.5,,,,O,,,,,,1
8591,2018/02/20,Gunnison,>TL,NE,HS,N,R4,D3,36.0,11800.0,ft,O,Layer,Faceted Crystals,,3000.0,ft,1
8592,2018/02/20,Vail & Summit County,TL,E,HS,N,R3,D3,,11600.0,ft,O,Layer,Faceted Crystals,500.0,,ft,1
8593,2018/02/20,Northern San Juan,>TL,N,SS,N,R3,D2,,,,,,,400.0,,ft,1
8594,2018/02/20,Northern San Juan,TL,NW,HS,AR,R3,D3,,11400.0,ft,G,Layer,Faceted Crystals,300.0,,ft,1
8602,2018/02/20,Northern San Juan,<TL,NE,SS,AL,R3,D2,,,,,,,225.0,,ft,1
8606,2018/02/19,Southern San Juan,<TL,N,HS,N,R3,D2,,,,,,,,,,1
8609,2018/02/19,Aspen,<TL,NE,SS,N,R3,D2.5,,10200.0,ft,O,,,,,,1
8612,2018/02/18,Aspen,>TL,E,HS,N,R3,D2,,12200.0,ft,O,,,,200.0,ft,1
8616,2018/02/18,Aspen,TL,E,SS,AS,R3,D2,,12300.0,ft,O,,,,,,1
8617,2018/02/18,Aspen,>TL,NE,SS,AS,R3,D2.5,,12800.0,ft,O,,,,1000.0,ft,1
8624,2018/02/18,Northern San Juan,TL,NE,HS,N,R3,D3,,,,,,,,,,1
8626,2018/02/18,Northern San Juan,>TL,NE,SS,N,R3,D2,,,,,,,400.0,,ft,1
8629,2018/02/18,Northern San Juan,>TL,NE,SS,N,R3,D2.5,,,,G,,,,1500.0,ft,1
8643,2018/02/17,Aspen,>TL,E,U,N,R3,D2.5,,12200.0,ft,O,,,,,,1
8644,2018/02/17,Aspen,TL,E,U,N,R3,D3,,10700.0,ft,O,,,,,,1
8645,2018/02/17,Aspen,TL,E,U,N,R3,D3,,10700.0,ft,O,,,,,,1
8649,2018/02/17,Southern San Juan,<TL,NW,HS,N,R3,D2,,,,,,,,,,1
8650,2018/02/17,Southern San Juan,TL,NE,HS,N,R3,D2,,,,,,,,,,1
8656,2018/02/17,Southern San Juan,<TL,N,SS,N,R3,D1,,,,,,,,,,1
8658,2018/02/17,Southern San Juan,<TL,N,SS,N,R3,D1.5,,,,,,,,,,1
8669,2018/02/16,Southern San Juan,TL,NE,SS,AA,R4,D2.5,,,,G,,,,,,1
8671,2018/02/16,Aspen,>TL,E,U,N,R3,D3,,12900.0,ft,O,,,,1000.0,ft,1
8675,2018/02/16,Aspen,TL,NE,SS,N,R3,D2.5,,11800.0,ft,O,,,,600.0,ft,1
8682,2018/02/16,Aspen,TL,NW,U,N,R3,D2.5,,11600.0,ft,O,,,,,,1
8684,2018/02/16,Aspen,<TL,NE,SS,N,R3,D3,,10750.0,ft,O,,,,550.0,ft,1
8685,2018/02/16,Aspen,TL,N,SS,N,R3,D2.5,,,,O,,,,,,1
8688,2018/02/16,Gunnison,>TL,E,HS,N,R4,D3,38.0,12500.0,ft,O,Layer,Faceted Crystals,800.0,,m,1
8690,2018/02/16,Gunnison,>TL,N,HS,N,R4,D3,38.0,11900.0,ft,G,Layer,Depth Hoar,1500.0,,m,1
8691,2018/02/16,Gunnison,>TL,E,HS,N,R4,D3,40.0,12000.0,ft,O,Unknown,Faceted Crystals,700.0,1000.0,m,1
8692,2018/02/16,Gunnison,All,NE,HS,N,R3,D3,,,,,,,,,,1
8693,2018/02/16,Gunnison,>TL,E,HS,N,R3,D3,,,,,,,,,,1
8695,2018/02/16,Gunnison,>TL,NW,SS,N,R3,D2,,,,,,,,,,1
8696,2018/02/16,Gunnison,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
8697,2018/02/16,Gunnison,>TL,NE,HS,N,R3,D3,,,,,,,,,,1
8698,2018/02/16,Gunnison,>TL,NE,SS,N,R4,D3,,,,,,,,,,1
8699,2018/02/16,Gunnison,>TL,N,HS,N,R3,D3,,,,,,,,,,1
8704,2018/02/16,Aspen,TL,NE,SS,N,R3,D2.5,,11200.0,ft,O,,,,,,1
8705,2018/02/16,Aspen,TL,NE,U,N,R3,D2,,,,O,,,,,,1
8706,2018/02/16,Aspen,>TL,NE,U,N,R3,D3,,12500.0,ft,O,,,,,,1
8707,2018/02/16,Aspen,>TL,E,U,N,R3,D3,,12800.0,ft,O,,,,1500.0,ft,1
8710,2018/02/16,Aspen,TL,NE,U,N,R3,D2,,11200.0,ft,O,,,,,,1
8718,2018/02/15,Southern San Juan,TL,N,SS,N,R3,D2,35.0,11000.0,ft,G,Layer,Depth Hoar,50.0,50.0,ft,1
8721,2018/02/15,Southern San Juan,TL,E,SS,N,R4,D2.5,,,,G,,,,,,1
8731,2018/02/14,Aspen,TL,N,U,N,R3,D3,,,,O,,,,,,1
8738,2018/02/14,Northern San Juan,>TL,NE,SS,AA,R3,D2,,,,,,,150.0,,ft,1
8743,2018/02/13,Southern San Juan,TL,E,SS,AS,R3,D2.5,,,,O,,,,,,1
8748,2018/02/13,Northern San Juan,<TL,NE,SS,AE,R3,D2,40.0,11015.0,ft,G,Unknown,Unknown,100.0,100.0,ft,1
8749,2018/02/13,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
8752,2018/02/13,Southern San Juan,TL,N,SS,N,R4,D2.5,,,,G,,,,,,1
8754,2018/02/13,Front Range,>TL,SE,HS,N,R3,D2.5,,,,G,Layer,Depth Hoar,,,,1
8755,2018/02/13,Aspen,TL,N,SS,AS,R3,D2.5,35.0,10960.0,ft,O,Interface,Faceted Crystals,70.0,80.0,m,1
8758,2018/02/13,Aspen,<TL,N,HS,AS,R3,D2.5,34.0,10800.0,ft,O,,,,,,1
8769,2018/02/13,Vail & Summit County,>TL,N,HS,N,R3,D2.5,,12500.0,ft,G,,,,,,1
8770,2018/02/13,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
8771,2018/02/13,Southern San Juan,<TL,NE,SS,N,R3,D2,,,,,,,,,,1
8772,2018/02/13,Southern San Juan,<TL,NE,SS,N,R3,D2,,,,,,,,,,1
8786,2018/02/11,Vail & Summit County,>TL,NE,HS,AR,R3,D3,33.0,11800.0,ft,G,Layer,Depth Hoar,150.0,,ft,1
8794,2018/02/11,Vail & Summit County,>TL,SE,U,N,R3,D2.5,,,,,,,1300.0,,ft,1
8797,2018/02/11,Front Range,TL,N,HS,AS,R3,D2.5,,,,G,Layer,Depth Hoar,800.0,,ft,1
8810,2018/02/11,Front Range,>TL,SE,HS,AS,R3,D2.5,,11900.0,ft,G,Layer,Depth Hoar,800.0,,ft,1
8812,2018/02/10,Vail & Summit County,TL,NE,,AS,R3,D2.5,,,,G,Layer,Depth Hoar,250.0,,ft,1
8818,2018/02/09,Vail & Summit County,>TL,SE,HS,AS,R3,D2,,,,,,,500.0,500.0,ft,1
8835,2018/02/07,Vail & Summit County,TL,E,HS,N,R3,D3,,11900.0,ft,G,Layer,Depth Hoar,1000.0,,ft,1
8874,2018/02/04,Front Range,>TL,SE,HS,N,R4,D2.5,,,,O,,,,130.0,m,1
8885,2018/02/02,Front Range,>TL,E,HS,AE,R3,D2.5,,,,O,,,,75.0,m,1
8908,2018/01/26,Southern San Juan,<TL,N,SS,N,R3,D2,,,,,,,,,,1
8931,2018/01/22,Front Range,>TL,SE,HS,N,R3,D2.5,,12200.0,ft,,,,500.0,,ft,1
8936,2018/01/22,Southern San Juan,TL,E,SS,N,R3,D2,,,,,,,,,,1
8945,2018/01/21,Southern San Juan,TL,NE,SS,N,R3,D2,,,,,,,,,,1
8946,2018/01/21,Southern San Juan,TL,N,SS,N,R3,D2,,,,,,,,,,1
8954,2018/01/20,Gunnison,TL,N,SS,N,R3,D2,,11400.0,ft,,,Faceted Crystals,,1500.0,ft,1
8957,2018/01/20,Gunnison,TL,N,SS,N,R3,D2,,11400.0,ft,,,Faceted Crystals,1200.0,,ft,1
8961,2018/01/18,Vail & Summit County,>TL,E,HS,N,R3,D3,,,,G,,,1000.0,,ft,1
8965,2018/01/16,Aspen,<TL,NE,SS,N,R3,D2,,11100.0,ft,O,,,,200.0,ft,1
8966,2018/01/16,Aspen,<TL,N,SS,N,R3,D1.5,,10350.0,ft,O,,,,,,1
8975,2018/01/15,Aspen,<TL,E,SS,AS,R3,D2,38.0,10700.0,ft,O,Layer,Faceted Crystals,,325.0,ft,1
8977,2018/01/15,Aspen,<TL,NW,SS,AM,R3,D1.5,,10500.0,ft,O,,,75.0,85.0,ft,1
8992,2018/01/14,Gunnison,<TL,NE,SS,N,R3,D2,,,,,,Faceted Crystals,,,,1
8993,2018/01/14,Gunnison,TL,E,SS,N,R3,D2,,,,,,Faceted Crystals,,,,1
9022,2018/01/13,Aspen,TL,NE,,N,R3,D2,,,,G,,,,,,1
